idno,nwspol,netusoft,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstun,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,pstplonl,clsprty,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,mnrgtjb,freehms,hmsfmlsh,hmsacld,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inprdsc,sclact,crmvct,aesfdrk,health,hlthhmp,atchctr,atcherp,rlgblg,rlgdgr,rlgatnd,pray,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,brncntr,blgetmg,facntr,mocntr,gvrfgap,rfgbfml,eneffap,rdcenr,cflsenr,elgcoal,elghydr,elgnuc,elgsun,elgwind,elgbio,wrpwrct,wrenexp,wrdpimp,wrdpfos,wrntdis,wrinspw,wrtcfl,wrtratc,clmchng,clmthgt2,ccnthum,ccrdprs,wrclmch,ccgdbd,lkredcc,lklmten,gvsrdcc,ownrdcc,inctxff,sbsrnen,banhhap,dfincac,smdfslv,uemplwk,slvpens,slvuemp,gvslvol,gvslvue,gvcldcr,sbstrec,sbprvpv,sbeqsoc,sbbsntx,sblazy,sblwcoa,imsclbn,uentrjb,bnlwinc,lkuemp,lknemny,vteurmmb,hhmmb,gndr,agea,icpart1,dvrcdeva,maritalb,chldhm,domicil,pdwrk,edctn,uempla,uempli,dsbld,rtrd,cmsrv,hswrk,dngoth,emplrel,estsz,jbspv,wkdcorga,iorgact,wkhct,wkhtot,tporgwk,wrkac6m,uemp3m,mbtru,hincsrca,hinctnta,hincfel,pdwrkp,edctnp,uemplap,uemplip,dsbldp,rtrdp,cmsrvp,hswrkp,dngothp,emprf14,emprm14,atncrse,anctry1,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,region,neverwork,occgrp,industry,votesd
826,30,5. Every day,7,2,9,3,1,1,1,1,2,8,8,2,2,7,0. No,0. No,0. No,1. Yes,1. Yes,0. No,1. Yes,0. No,0. No,10,7,0,0,0,5,3,2,5,1,5,3,2,2,2,2,7,1,7,6. Several times a week,1. 1,3,0. No,2,2,3,9,10,0. No,3,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,3,0,3,8,5,3,5,2,3,4,2,3,4,3,2,2,1,2,1,3,4,5,2,3,5,3,4,2,1,1,3,1,3,3. 10-14,4,6,10,7,6,2,2,4,3,3,3,3,4,4,4,3,1. Remain member of the European Union,1,0. No,66,0. No,0. No,5. Widowed/civil partner died,0. No,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Under 10,0. No,8,8,28,28,1. Central or local government,0. No,0. No,"2. Yes, previously",1. Wages or salaries,5th decile,1,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,3. Not working,0. No,12060. Swedish nfs,1,6,1,5,4,4,3,2,2,1,1,1,5,4,6,3,3,1,1,1,1,17. SE313,0,5. Services,15. Health and social work,0
829,60,5. Every day,6,8,6,2,2,3,2,3,6,1,1,5,6,7,1. Yes,0. No,1. Yes,0. No,1. Yes,0. No,1. Yes,0. No,1. Yes,5,7,6,4,4,3,4,2,5,2,4,2,2,2,2,5,6,5,7,6. Several times a week,3. 3,3,1. Yes,3,2,3,7,8,1. Yes,4,6. Less often,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,4,7,5,5,5,1,5,1,1,2,2,2,2,2,2,1,2,3,2,1,3,6,3,4,7,5,6,2,2,1,3,4,2,4. 15-19,6,5,8,8,7,4,2,2,3,3,4,2,3,2,55,1,2. Leave the European Union,3,1. Yes,66,1. Yes,1. Yes,1. Legally married,1. Yes,5. Farm or home in countryside,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,3. 25 to 99,1. Yes,9,3,40,45,4. A private firm,0. No,0. No,"1. Yes, currently",1. Wages or salaries,9th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. Not working,0. No,12060. Swedish nfs,3,5,2,5,2,3,2,3,2,3,2,2,4,2,5,4,4,2,1,2,3,10. SE214,0,3. Technicians,3. Manufacturing,0
830,90,5. Every day,7,7,6,2,2,3,2,2,8,8,6,6,5,8,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,0. No,6,8,7,7,8,3,5,2,5,2,5,2,2,2,2,6,7,7,7,4. Several times a month,4. 4-6,3,0. No,1,2,3,8,7,1. Yes,5,6. Less often,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,2,8,4,7,5,3,4,1,1,4,2,3,4,4,2,3,2,3,2,4,3,7,3,3,5,7,5,5,2,1,2,3,2,2. 5-9,5,5,7,7,6,3,4,4,3,3,2,4,3,2,1,2,1. Remain member of the European Union,2,1. Yes,66,1. Yes,1. Yes,4. Legally divorced/civil union dissolved,0. No,4. Country village,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,4. 100 to 499,0. No,7,5,37,37,4. A private firm,0. No,1. Yes,"1. Yes, currently",1. Wages or salaries,8th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,2. Self-employed,0. No,12060. Swedish nfs,3,4,2,4,4,3,4,2,2,2,4,2,5,4,4,3,4,2,2,3,2,10. SE214,0,7. Craft and Trades,3. Manufacturing,0
835,150,5. Every day,7,9,7,1,4,3,4,3,9,7,6,7,7,6,0. No,0. No,1. Yes,0. No,1. Yes,0. No,0. No,0. No,1. Yes,4,9,9,6,8,4,8,2,5,1,5,2,1,1,1,8,7,5,7,7. Every day,6. 10 or more,4,0. No,1,2,3,8,8,0. No,3,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,3,8,5,9,5,3,3,2,3,3,2,2,2,3,1,2,2,3,2,1,4,5,2,4,6,2,6,0,5,2,2,2,2,2. 5-9,6,5,8,8,9,4,2,2,4,4,4,4,4,1,1,1,1. Remain member of the European Union,2,1. Yes,66,1. Yes,0. No,6. None of these (NEVER married or in legally registered civil union),0. No,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,4. 100 to 499,0. No,9,7,38,30,1. Central or local government,0. No,0. No,"1. Yes, currently",1. Wages or salaries,9th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,1. Yes,12060. Swedish nfs,3,5,2,4,5,3,2,2,3,2,2,3,3,2,4,3,3,1,2,4,2,12. SE224,0,3. Technicians,12. Administrative and support service,0
836,60,5. Every day,8,8,9,2,3,3,3,3,8,8,8,8,5,8,1. Yes,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,8,9,5,5,5,6,6,2,5,2,4,3,2,2,2,6,6,6,9,7. Every day,2. 2,4,0. No,2,2,3,9,8,0. No,4,6. Less often,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,3,9,4,7,5,3,4,2,2,4,1,2,2,3,2,2,2,2,2,3,4,7,2,5,6,7,7,7,2,2,3,4,2,1. 0-4,6,3,8,8,8,2,2,3,3,3,2,4,4,2,1,1,1. Remain member of the European Union,2,0. No,66,1. Yes,1. Yes,1. Legally married,0. No,4. Country village,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,2. 10 to 24,1. Yes,9,9,40,50,1. Central or local government,0. No,0. No,"2. Yes, previously",1. Wages or salaries,10th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,3. Not working,1. Yes,12060. Swedish nfs,3,3,3,3,3,4,5,3,2,2,2,2,3,5,5,3,4,4,4,3,3,12. SE224,0,3. Technicians,12. Administrative and support service,0
837,30,3. A few times a week,0,0,5,2,3,1,3,1,7,7,7,5,5,8,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,5,9,7,7,8,5,5,2,5,1,5,1,2,2,2,4,5,4,9,6. Several times a week,4. 4-6,3,0. No,3,1,3,10,10,1. Yes,5,5. Only on special holy days,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,2,10,4,5,5,1,5,1,4,4,2,2,2,2,2,2,2,2,2,3,3,5,3,7,7,4,5,5,4,2,4,2,4,2. 5-9,4,5,6,5,8,4,2,2,3,2,4,4,2,2,1,1,1. Remain member of the European Union,2,0. No,66,1. Yes,0. No,1. Legally married,0. No,5. Farm or home in countryside,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,3. 25 to 99,0. No,10,7,30,30,1. Central or local government,0. No,0. No,"1. Yes, currently",4. Pensions,6th decile,1,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,3. Not working,0. No,12060. Swedish nfs,2,5,2,5,2,3,3,2,2,2,2,2,5,2,3,5,5,2,2,2,2,12. SE224,0,5. Services,15. Health and social work,0
843,60,5. Every day,8,9,8,2,3,3,3,3,6,8,9,6,6,8,1. Yes,0. No,0. No,0. No,1. Yes,0. No,1. Yes,0. No,1. Yes,4,10,6,6,7,6,8,2,4,2,3,4,2,2,3,6,6,6,10,6. Several times a week,6. 10 or more,3,0. No,1,2,3,10,7,0. No,0,6. Less often,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,2,10,5,6,5,2,5,1,2,4,2,2,2,2,2,2,2,2,1,3,4,10,4,0,8,8,8,6,1,1,1,4,2,2. 5-9,7,8,6,6,6,2,2,2,4,3,2,3,4,3,1,1,1. Remain member of the European Union,2,1. Yes,66,1. Yes,0. No,1. Legally married,0. No,4. Country village,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,4. 100 to 499,0. No,10,5,40,60,4. A private firm,0. No,0. No,3. No,1. Wages or salaries,8th decile,1,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Employee,3. Not working,0. No,12060. Swedish nfs,3,5,1,5,3,3,2,2,2,3,1,1,5,4,5,4,3,2,1,1,3,12. SE224,0,8. Plant and Machine Operators,7. Transportation and Storage,0
861,60,4. Most days,0,10,10,2,1,1,2,1,4,4,6,5,4,4,0. No,0. No,1. Yes,0. No,0. No,1. Yes,1. Yes,0. No,1. Yes,5,8,4,6,3,5,5,1,4,2,5,2,1,1,1,6,5,7,8,5. Once a week,1. 1,2,0. No,3,4,2,10,3,0. No,1,5. Only on special holy days,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,1,1,9,5,6,5,2,3,3,2,4,3,4,3,2,3,2,2,4,2,2,3,5,2,4,4,6,7,2,2,2,3,2,2,4. 15-19,4,6,10,8,10,2,3,2,4,1,4,2,2,2,55,1,2. Leave the European Union,2,0. No,65,1. Yes,0. No,6. None of these (NEVER married or in legally registered civil union),0. No,3. Town or small city,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,3. 25 to 99,0. No,10,8,38,38,2. Other public sector (such as education and health),0. No,1. Yes,"1. Yes, currently",4. Pensions,5th decile,1,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,2. Self-employed,3. Not working,0. No,12060. Swedish nfs,3,5,1,5,2,5,2,2,2,5,5,1,5,3,6,5,4,3,4,2,2,16. SE312,0,5. Services,15. Health and social work,0
862,60,5. Every day,8,8,7,3,3,2,3,3,8,8,7,5,6,4,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,6,8,7,6,8,7,6,2,5,2,5,3,1,1,2,9,9,9,8,6. Several times a week,5. 7-9,3,0. No,1,2,3,9,9,1. Yes,3,6. Less often,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,3,10,5,9,5,2,4,2,2,2,2,2,2,3,2,2,2,2,2,4,3,8,3,4,9,4,4,8,2,2,2,3,2,2. 5-9,8,6,7,6,9,3,2,2,4,3,2,4,4,3,1,1,1. Remain member of the European Union,2,1. Yes,65,1. Yes,0. No,1. Legally married,0. No,5. Farm or home in countryside,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,4. 100 to 499,1. Yes,8,5,40,40,4. A private firm,0. No,0. No,"1. Yes, currently",1. Wages or salaries,10th decile,1,0. No,0. No,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,1. Yes,12060. Swedish nfs,3,5,2,4,3,3,5,2,3,2,4,3,6,5,4,3,5,2,2,3,2,16. SE312,0,1. Managers,3. Manufacturing,0
868,20,3. A few times a week,3,2,4,3,2,1,2,1,3,4,4,1,1,2,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,0. No,3,8,7,3,4,3,3,2,4,1,5,2,1,1,2,3,8,7,8,4. Several times a month,1. 1,2,0. No,1,3,3,5,2,0. No,0,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,2,8,4,2,5,1,5,1,1,1,3,3,3,3,2,3,3,2,1,3,4,4,5,7,4,3,2,3,2,2,2,2,2,6. 25-29,2,2,10,10,10,3,2,3,3,4,4,2,5,3,1,2,2. Leave the European Union,2,1. Yes,65,1. Yes,1. Yes,6. None of these (NEVER married or in legally registered civil union),0. No,4. Country village,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,1. Under 10,0. No,6,4,40,40,1. Central or local government,0. No,1. Yes,"1. Yes, currently",4. Pensions,4th decile,2,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,3. Not working,0. No,12060. Swedish nfs,3,6,2,4,5,2,4,2,3,2,3,4,6,4,6,3,6,2,3,6,3,17. SE313,0,5. Services,12. Administrative and support service,0
869,30,4. Most days,7,7,8,3,2,1,3,1,8,9,9,6,6,8,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,0. No,0. No,8,10,6,5,6,7,8,2,4,2,4,2,2,2,2,7,6,6,10,6. Several times a week,2. 2,3,0. No,1,1,3,9,9,0. No,7,5. Only on special holy days,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,1. Yes,3,2,9,5,8,5,2,3,2,2,3,2,3,4,3,2,2,2,3,2,4,4,8,3,3,7,7,6,6,2,1,1,4,2,2. 5-9,6,6,8,7,8,3,3,3,3,3,4,4,4,2,55,1,1. Remain member of the European Union,2,0. No,65,1. Yes,0. No,1. Legally married,0. No,5. Farm or home in countryside,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,2. 10 to 24,0. No,8,4,32,32,4. A private firm,0. No,1. Yes,"2. Yes, previously",4. Pensions,3rd decile,1,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,1. Yes,1. Employee,1. Employee,0. No,12060. Swedish nfs,3,5,3,5,4,4,4,3,4,4,3,4,5,5,5,4,4,4,2,4,4,5. SE124,0,5. Services,3. Manufacturing,0
872,60,5. Every day,5,8,8,1,1,5,2,5,10,8,10,3,5,5,1. Yes,1. Yes,1. Yes,1. Yes,1. Yes,1. Yes,0. No,1. Yes,1. Yes,1,8,2,5,5,5,8,1,5,1,5,3,2,2,2,9,9,5,8,6. Several times a week,5. 7-9,3,1. Yes,1,2,3,8,2,0. No,9,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,1,3,5,1,10,5,2,2,1,1,1,2,2,2,2,3,3,1,1,1,5,3,6,4,0,5,5,5,5,1,1,1,5,1,3. 10-14,5,5,10,10,10,5,5,1,5,5,5,1,5,1,1,4,33. Would submit a blank ballot paper,2,1. Yes,65,1. Yes,0. No,1. Legally married,0. No,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Under 10,1. Yes,10,10,40,40,1. Central or local government,0. No,0. No,3. No,1. Wages or salaries,9th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,3. Not working,1. Yes,12060. Swedish nfs,4,6,1,6,1,5,3,3,3,3,1,1,3,3,3,1,3,1,1,1,3,9. SE213,0,3. Technicians,12. Administrative and support service,0
875,60,5. Every day,8,9,8,2,2,2,2,1,0,6,7,0,0,2,0. No,0. No,1. Yes,0. No,1. Yes,0. No,1. Yes,0. No,1. Yes,7,10,7,3,7,8,7,4,5,1,5,1,2,2,2,5,7,7,8,4. Several times a month,3. 3,3,0. No,2,2,3,10,10,0. No,5,6. Less often,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,4,0,2,5,5,3,3,3,3,4,1,1,2,2,2,2,2,2,4,1,1,0,1,5,0,0,0,0,2,2,4,2,5,2. 5-9,7,4,8,8,8,2,2,3,4,4,5,3,4,2,55,1,1. Remain member of the European Union,2,1. Yes,65,1. Yes,1. Yes,4. Legally divorced/civil union dissolved,0. No,3. Town or small city,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,1. Under 10,1. Yes,10,8,40,40,4. A private firm,0. No,0. No,"2. Yes, previously",1. Wages or salaries,9th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,1. Employee,0. No,12060. Swedish nfs,1,2,1,1,1,1,3,4,3,1,3,1,1,1,5,2,3,2,3,1,3,12. SE224,0,5. Services,6. Wholesale and retail,0
876,45,5. Every day,8,8,7,2,3,1,3,2,6,7,7,5,3,5,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,3,9,9,8,8,5,4,4,5,1,5,2,2,2,1,3,6,6,8,4. Several times a month,3. 3,2,1. Yes,1,3,2,10,8,0. No,2,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,4,3,9,3,3,5,3,5,2,4,2,2,2,4,3,1,2,2,2,1,4,4,4,3,2,8,2,4,5,2,3,2,4,3,2. 5-9,7,5,5,6,7,2,2,3,4,4,4,3,4,3,55,1,1. Remain member of the European Union,2,1. Yes,65,1. Yes,0. No,1. Legally married,0. No,3. Town or small city,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,5. 500 or more,1. Yes,7,0,36,43,4. A private firm,0. No,1. Yes,"1. Yes, currently",1. Wages or salaries,8th decile,2,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,3. Not working,0. No,12060. Swedish nfs,3,6,2,6,6,5,5,2,2,3,2,3,5,5,5,5,5,3,2,6,3,18. SE321,0,8. Plant and Machine Operators,3. Manufacturing,0
881,60,5. Every day,5,7,3,3,2,1,2,2,3,5,7,2,2,3,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,1. Yes,7,8,5,7,8,6,4,2,5,1,4,2,2,2,2,3,8,5,8,3. Once a month,4. 4-6,3,1. Yes,2,2,3,8,6,0. No,0,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,4,2,9,4,8,4,2,4,2,2,4,2,2,2,1,3,2,2,3,1,4,4,8,3,2,10,7,6,2,2,1,2,2,2,7. 30-34,4,5,10,7,8,4,3,2,4,4,4,4,4,1,1,1,2. Leave the European Union,2,1. Yes,65,1. Yes,0. No,1. Legally married,0. No,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,4. 100 to 499,0. No,8,4,36,36,4. A private firm,0. No,1. Yes,"2. Yes, previously",1. Wages or salaries,7th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,0. No,12060. Swedish nfs,3,4,1,4,3,2,4,3,2,2,4,2,5,4,5,3,5,4,2,4,3,11. SE221,0,8. Plant and Machine Operators,4. Electricity and water supply etc.,0
882,240,3. A few times a week,6,8,7,2,2,2,2,2,7,5,7,4,6,7,0. No,0. No,1. Yes,0. No,1. Yes,0. No,1. Yes,0. No,0. No,5,10,7,6,6,7,7,2,3,2,4,2,2,2,2,7,6,6,9,4. Several times a month,2. 2,3,0. No,2,2,3,8,6,0. No,2,6. Less often,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,3,10,5,8,5,1,5,1,1,1,1,2,2,4,2,2,2,2,2,3,3,9,3,2,4,4,7,2,2,1,1,3,2,11. 50 or more,2,4,9,8,9,2,3,2,2,2,2,3,3,1,1,1,2. Leave the European Union,2,1. Yes,65,1. Yes,0. No,1. Legally married,0. No,5. Farm or home in countryside,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,1. Under 10,0. No,9,7,40,45,4. A private firm,0. No,0. No,"2. Yes, previously",4. Pensions,7th decile,2,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,2. Self-employed,0. No,12060. Swedish nfs,2,5,2,3,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,11. SE221,0,8. Plant and Machine Operators,7. Transportation and Storage,0
887,90,5. Every day,7,7,7,2,4,2,3,3,9,7,6,6,8,7,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,5,7,7,7,9,6,7,2,5,1,4,2,3,3,3,7,9,4,6,7. Every day,4. 4-6,1,0. No,2,2,3,9,7,0. No,6,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,1,4,9,5,10,5,2,4,1,1,1,2,2,2,3,2,2,2,3,4,1,1,0,1,5,0,0,0,0,2,1,2,3,3,2. 5-9,3,2,9,7,8,5,4,2,4,4,4,2,4,1,2,1,1. Remain member of the European Union,1,1. Yes,65,0. No,1. Yes,4. Legally divorced/civil union dissolved,0. No,1. A big city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. 25 to 99,0. No,6,0,40,40,2. Other public sector (such as education and health),0. No,0. No,"1. Yes, currently",1. Wages or salaries,9th decile,1,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,1. Yes,12060. Swedish nfs,1,6,1,4,2,3,2,1,1,5,1,4,5,2,5,2,3,4,1,3,3,1. SE110,0,2. Professionals,15. Health and social work,0
891,120,5. Every day,8,7,7,2,3,2,3,2,6,7,7,5,5,6,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,0. No,1. Yes,4,8,7,6,8,7,6,2,4,2,5,3,2,2,2,7,8,7,8,7. Every day,4. 4-6,3,0. No,2,2,3,9,3,0. No,5,6. Less often,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,2,7,4,6,5,2,5,1,1,1,2,3,2,2,2,2,2,2,2,2,3,5,3,4,6,4,4,6,2,2,2,2,2,2. 5-9,4,5,7,7,7,2,3,3,3,4,4,2,4,2,1,2,1. Remain member of the European Union,2,0. No,65,1. Yes,0. No,1. Legally married,0. No,4. Country village,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,5. 500 or more,0. No,7,2,16,16,1. Central or local government,0. No,1. Yes,"1. Yes, currently",1. Wages or salaries,8th decile,2,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,1. Employee,0. No,12060. Swedish nfs,3,5,3,5,4,3,4,4,4,3,4,2,5,4,4,5,4,2,4,5,3,10. SE214,0,3. Technicians,12. Administrative and support service,0
904,30,5. Every day,4,9,8,2,3,1,3,1,10,5,6,4,4,8,0. No,0. No,1. Yes,0. No,1. Yes,0. No,0. No,0. No,1. Yes,9,9,7,1,4,5,6,3,4,2,3,4,2,2,3,5,4,4,8,6. Several times a week,4. 4-6,3,0. No,2,2,3,9,7,0. No,3,6. Less often,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,3,6,4,6,5,1,4,3,2,1,2,3,2,3,2,2,3,3,2,3,3,5,3,4,4,5,7,4,5,4,3,2,2,4. 15-19,5,4,4,4,6,2,3,3,2,2,2,3,2,2,1,2,2. Leave the European Union,2,0. No,65,1. Yes,0. No,1. Legally married,0. No,5. Farm or home in countryside,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,2. 10 to 24,0. No,8,5,30,30,4. A private firm,0. No,0. No,"2. Yes, previously",1. Wages or salaries,3rd decile,2,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,2. Self-employed,0. No,12060. Swedish nfs,3,5,3,4,3,4,3,3,3,4,3,2,3,4,5,3,3,2,3,4,4,18. SE321,0,5. Services,15. Health and social work,0
905,60,2. Only occasionally,5,5,2,4,1,3,2,3,0,2,6,0,0,3,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,5,6,5,2,2,5,7,1,5,1,5,1,2,2,2,1,2,2,5,6. Several times a week,4. 4-6,3,0. No,3,2,3,5,5,1. Yes,3,7. Never,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,4,2,10,5,2,5,2,5,1,1,2,2,5,4,4,3,3,2,3,1,5,5,5,4,1,2,5,0,0,3,1,5,5,1,4. 15-19,3,0,9,9,10,3,2,5,2,3,2,3,5,1,1,1,2. Leave the European Union,1,0. No,66,0. No,1. Yes,4. Legally divorced/civil union dissolved,0. No,1. A big city,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,1. Under 10,0. No,8,0,40,40,4. A private firm,1. Yes,0. No,"2. Yes, previously",4. Pensions,2nd decile,1,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,0. No,12000. North European (Nordic),2,6,2,6,5,3,6,3,2,3,2,2,6,2,4,2,4,2,1,3,4,10. SE214,0,8. Plant and Machine Operators,6. Wholesale and retail,1
